"MD_EARN_WNE_P6","HIGHDEG","REGION","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","C150_4","C150_L4","UGDS","UGDS_MEN","NPT4_PUB","NPT4_PRIV","PCIP04","PCIP05","PCIP09","PCIP11","PCIP12","PCIP14","PCIP23","PCIP26","PCIP27","PCIP38","PCIP42","PCIP45","PCIP50","PCIP51","PCIP52","PCIP54","ADM_RATE","SAT_AVG"
44432,NA,"Mid East",0.3546,0.1547,0.1363,10.96,0.0038,9e-04,0.4571,NA,6323,0.3274,NA,24832,0,0,0.0333,0.0224,0,0,0.0109,0.0384,0.0046,0.0023,0.0557,0.0356,0.0448,0.4538,0.1331,0.0011,0.7554,1167
66043,NA,"Mid East",0.5493,0.0567,0.2323,4.65,0.0016,3e-04,0.7352,NA,3654,0.5528,NA,28845,0,0,0.077,0.0261,0,0.3042,0.0131,0.0418,0.0039,0.0026,0.0352,0.064,0.0013,0.0444,0.2389,0.0078,0.7455,1174
37945,NA,"Mid East",0.5758,0.095,0.1575,2.76,0.0025,0.001,0.4772,NA,2032,0.2156,NA,37254,0,0,0.1271,0,0,0,0.0329,0.0188,0,0,0.0565,0.0588,0.5812,0.0212,0.0824,0,0.7807,1145
35318,NA,"Mid East",0.6396,0.196,0.0409,2.01,0.0101,0.006,0.3678,NA,1490,0.2725,NA,11352,0,0,0.0204,0,0,0,0.0136,0.034,0,0,0.119,0,0,0.2245,0.3673,0,0.6348,987
65824,NA,"Mid East",0.6131,0.0945,0.174,7.74,0.0029,0.0023,0.7522,NA,3409,0.2708,NA,28977,0,0,0.0288,0.0104,0,0,0.0138,0.0288,0.0046,0.0012,0.0426,0.0035,0.0207,0.5461,0.1198,0.0035,0.8103,1155
51847,NA,"Mid East",0.5621,0.0701,0.1723,2.2,0.007,0.0015,0.5659,NA,1996,0.2896,NA,24321,0,0,0.0295,0.0422,0,0,0.0338,0.0485,0.0274,0,0.0992,0.0591,0,0.327,0.2004,0.0401,0.9378,1100
54014,NA,"Mid East",0.2245,0.1577,0.4356,7.91,0.0012,0,0.5144,NA,1630,0.2939,NA,18296,0,0,0.0738,0,0,0,0.0119,0.0595,0.0048,0.0071,0.1286,0.0548,0.0048,0.3619,0.1881,0.0357,0.7782,1021
37768,NA,"Mid East",0.102,0.4976,0.2568,3.56,9e-04,0.0035,0.3512,NA,2305,0.1653,NA,26900,0,0,0.0074,0,0,0,0.0029,0.0074,0.0015,0,0.0176,0.0029,0.0029,0.3706,0.0074,0.0029,0.8254,982
44274,NA,"Mid East",0.3342,0.052,0.1193,10.12,5e-04,0.0012,0.7164,NA,7274,0.2502,NA,42812,0.0194,0,0.0454,0.0763,0,0,0.026,0,0,0.0048,0.0121,0.0212,0.6489,0,0.0508,0.0061,0.5673,1265
60407,NA,"Mid East",0.2805,0.0716,0.1508,18.89,0.0016,0.0016,0.8519,NA,26339,0.4253,NA,42397,0,0.0041,0.0534,0.0583,0,0.0447,0.012,0.0411,0.0215,0.0072,0.0495,0.1413,0.1814,0.0961,0.1312,0.012,0.1999,1419
42775,NA,"Mid East",0.681,0.0458,0.0487,1.75,0.0058,0.0011,0.7069,NA,2749,0.3707,NA,19290,0,0,0.0298,0.025,0,0,0.0083,0.056,0.0024,0.0012,0.0477,0.0942,0.0298,0.1359,0.2694,0.0107,0.8663,1125
51768,NA,"Mid East",0.2634,0.0969,0.1707,18.21,0.0022,0.0047,0.51,NA,3592,0.6186,NA,21203,0.1304,0,0.0757,0.149,0,0.1257,0.0023,0.1548,0,0,0.014,0.007,0.0338,0.1048,0.1176,0,0.7575,1172
47021,NA,"Mid East",0.5473,0.0344,0.1318,4.58,0.0029,0,0.625,NA,349,0.1203,NA,31169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2175,1159
33665,NA,"Mid East",0.2069,0.2859,0.3032,6.47,0.009,0.0053,0.4216,NA,1329,0.4357,NA,20151,0,0,0.024,0.006,0,0,0.018,0,0.003,0,0.0689,0.012,0.0719,0.0569,0.2904,0.015,0.9825,999
50574,NA,"Mid East",0.5137,0.1057,0.1235,7.83,0.0031,8e-04,0.5579,NA,8439,0.3869,NA,29883,0,0.0022,0.1397,0.0581,0,0,0.0223,0.0235,0.0022,6e-04,0.0553,0.0397,0.1447,0.0955,0.2961,0.0039,0.7587,1154
44537,NA,"Mid East",0.3832,0.0404,0.098,12.23,3e-04,6e-04,0.7215,NA,3591,0.2991,NA,45559,0.1625,0,0,0,0,0,0.0372,0,0,0,0,0,0.7097,0,0.0149,0,0.507,1213
77899,NA,"Mid East",0.5058,0.0402,0.0938,13.6,0.0015,2e-04,0.862,NA,6590,0.6822,NA,36159,0.0309,0,0.0091,0.1663,0,0.5221,0,0.0351,0.0344,0,0.0049,0.0042,0.0232,0.0112,0.0611,0,0.4299,1415
44538,NA,"Mid East",0.7276,0.0843,0.064,2.33,0.0023,8e-04,0.681,NA,1329,0.2935,NA,23721,0,0,0.0323,0.005,0,0,0,0.0273,0.0025,0.0149,0.0298,0,0.0273,0.3821,0.1935,0.005,0.6461,1129
56507,NA,"Mid East",0.6557,0.0449,0.0767,9.74,0.0012,2e-04,0.6748,NA,12886,0.6733,NA,30068,0,8e-04,0.0202,0.1472,0,0.2297,0,0.0635,0.0137,8e-04,0.0148,0.0087,0.1107,0.0323,0.1038,0,0.6602,1319
57648,NA,"Mid East",0.422,0.0491,0.071,11.18,0.0011,6e-04,0.8613,NA,6348,0.5069,NA,29373,0,0.0028,0.0083,0.0508,0,0.158,0.016,0.1,0.0608,0.0083,0.0724,0.1221,0.079,0.1276,0.0608,0.0088,0.2942,1422
42664,NA,"Mid East",0.7225,0.0555,0.0659,3.93,0.004,0.0012,0.6845,NA,1730,0.5353,NA,23099,0,0,0.1281,0.0082,0,0,0.049,0.0899,0.0027,0.0082,0.0708,0.0627,0.0082,0,0.3243,0.0218,0.7284,1158
44894,NA,"Mid East",0.7851,0.0337,0.0482,1.41,0.0012,0,0.8175,NA,2406,0.4497,NA,27494,0,0,0.0703,0.0098,0,0,0.0586,0.1289,0.043,0.0098,0.1035,0.377,0.0195,0,0,0.0332,0.4607,1292
44267,NA,"Mid East",0.5,0.1068,0.2415,2.54,0.0025,0,0.5478,NA,1180,0.5246,NA,20827,0,0,0.0569,0.0285,0,0,0.0203,0.0813,0.0203,0.0041,0.0976,0.0447,0.0122,0.061,0.2276,0.0122,0.76,1028
33991,NA,"Mid East",0.5435,0.0475,0.0964,4.97,7e-04,0,0.7326,NA,1369,0.2681,NA,37322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5585,1343
46423,NA,"Mid East",0.6224,0.0512,0.092,4.97,0,0,0.8624,NA,2598,0.3876,NA,27433,0,0.0257,0,0.0318,0,0,0.0787,0.1104,0.0242,0.0212,0.0741,0.1543,0.1089,0,0.1467,0.0303,0.2693,1325
49105,NA,"Mid East",0.3565,0.2316,0.2412,5.76,0.0043,0.0043,0.6847,NA,937,0.3148,NA,16769,0,0,0.0349,0.0655,0,0,0.0655,0.0349,0.0131,0,0.0306,0.0306,0,0.0699,0.2838,0.0131,0.6977,1109
49105,NA,"Mid East",0.6462,0.0526,0.1494,2.02,0.0022,0.001,0.6845,NA,3120,0.3163,NA,19226,0,0,0.0099,0.0422,0,0,0.077,0.0224,0.0087,0.0025,0.0683,0.0422,0.0037,0.0609,0.2683,0.0211,0.7667,1119
51635,NA,"Mid East",0.8471,0.0389,0.0491,3.01,0.0029,0,0.7284,NA,2728,0.4142,NA,27299,0,0,0.0455,0.011,0,0,0.0152,0.0731,0.0124,0.0028,0.051,0.0607,0,0.2814,0.3172,0.0166,0.6445,1171
48321,NA,"Mid East",0.4072,0.1604,0.1109,15.37,0.0046,0.0026,0.6079,NA,11907,0.4281,NA,25792,0,0.0022,0.1047,0.041,0,0,0.0165,0.0762,0.0062,0.0071,0.0579,0.0423,0.0125,0.1252,0.249,0.0076,0.7306,1181
39809,NA,"Mid East",0.7251,0.1303,0.0924,1.42,0.0035,8e-04,0.5561,NA,3721,0.6246,16480,NA,0.0178,0,0,0.0364,0.0213,0.008,0,0.008,0,0,0,0,0.0133,0.16,0.1796,0,0.6297,1071
35581,NA,"Mid East",0.6527,0.1477,0.1119,1.47,0.0118,3e-04,0.3974,NA,3127,0.4285,13728,NA,0,0,0,0.0217,0,0.0076,0,0,0,0,0.026,0,0.013,0.364,0.1213,0,0.7799,997
37021,NA,"Mid East",0.5955,0.163,0.1509,1.85,0.0051,0.0019,0.4374,NA,3142,0.457,15066,NA,0.0188,0,0,0.0118,0.0474,0,0,0,0,0,0,0,0,0.3021,0.1964,0,0.6361,1011
36139,NA,"Mid East",0.6535,0.1107,0.1165,1.88,0.0018,0,0.4041,NA,2231,0.4715,15373,NA,0,0,0.0189,0.0334,0.0233,0,0,0.0378,0,0,0.0218,0,0.0363,0.0451,0.1555,0,0.7709,975
53647,NA,"Mid East",0.5452,0.0944,0.2246,8.61,0.0018,0.0021,0.4966,NA,9394,0.5712,9268,NA,0,0,0.0376,0.0732,0,0,0,0.0434,0.0082,0,0.0231,0.0067,0.0207,0.1103,0.2134,0,0.4607,1091
32462,NA,"Mid East",0.6429,0.2186,0.0794,1.05,0.0033,7e-04,0.3333,NA,2758,0.4862,17469,NA,0,0,0.0143,0.0365,0.0032,0.0016,0,0,0,0,0.0269,0,0,0.1807,0.0919,0,0.7186,955
48562,NA,"Mid East",0.4368,0.1918,0.1755,8.21,0.0016,0.0011,0.6362,NA,13434,0.4911,17298,NA,0,0.0072,0.0192,0.0793,0,0.0134,0.0985,0.0626,0.0274,0.0033,0.1005,0.1954,0.014,0,0.1383,0.0241,0.5208,1185
56213,NA,"Mid East",0.5728,0.0515,0.1145,14.47,7e-04,4e-04,0.8143,NA,13990,0.5041,18958,NA,0,0.0066,0,0.0368,0,0.0897,0.0502,0.1561,0.0395,0.0024,0.0775,0.1582,0.0308,0.0553,0.1504,0.0182,0.3981,1376
51240,NA,"Mid East",0.4736,0.0795,0.0741,14.96,0.0031,6e-04,0.7552,NA,21404,0.565,17090,NA,0.0203,0.0029,0.0641,0.0374,0,0.1544,0.0178,0.0965,0.0239,0.0015,0.1011,0.1432,0.0315,0.066,0.1905,0.0112,0.5585,1250
51975,NA,"Mid East",0.3247,0.0711,0.1216,25.96,0.001,6e-04,0.7378,NA,17407,0.5166,14893,NA,0.0034,0.0061,0.0099,0.0755,0,0.0936,0.0149,0.1319,0.0731,0.0032,0.094,0.0906,0.0144,0.1768,0.097,0.0144,0.4198,1326
46306,NA,"Mid East",0.7823,0.0148,0.0616,3.57,0.0022,0.0011,0.7716,NA,1819,0.5272,19341,NA,0.0442,0,0,0,0,0.1288,0,0.3519,0,0,0,0,0,0,0.0404,0,0.614,1227
46796,NA,"Mid East",0.716,0.0651,0.0858,8.21,0.0019,0.0019,0.5657,NA,2120,0.684,12761,NA,0,0,0.0472,0.1631,0,0.0904,0,0.0275,0.0138,0,0.0373,0.0334,0,0.1454,0.1965,0,0.6484,1176
41172,NA,"Mid East",0.6985,0.1116,0.0774,2.08,0.0026,4e-04,0.6547,NA,7015,0.4305,15837,NA,0,0.0067,0.0579,0.0284,0,0,0.0312,0.0256,0.015,0.0017,0.0712,0.044,0.0367,0.2059,0.1319,0.0345,0.5331,1107
38919,NA,"Mid East",0.4427,0.3371,0.1303,3.61,0.0033,6e-04,0.4771,NA,7944,0.4334,12766,NA,0,0,0.0621,0.0375,0,0,0.0181,0.0258,0.0047,0.0018,0.0644,0.0673,0.0451,0.0656,0.1651,0.0217,0.6052,950
47289,NA,"Mid East",0.727,0.0599,0.1304,1.28,0.0024,6e-04,0.714,NA,6325,0.4346,18591,NA,0,0.0013,0.0671,0,0,0,0.0174,0.0471,0.0103,0.0039,0.0723,0.0955,0.0135,0.0981,0.0729,0.009,0.4425,1138
40138,NA,"Mid East",0.719,0.0879,0.1022,1.95,0.005,5e-04,0.6211,NA,4402,0.4273,15139,NA,0,0,0.0867,0.0433,0,0,0.0325,0.0433,0.0049,0.0039,0.0522,0.0246,0.1281,0.0404,0.1576,0.0177,0.7619,1084
47241,NA,"Mid East",0.7583,0.0299,0.0862,5.5,7e-04,9e-04,0.8085,NA,5490,0.3869,19403,NA,0,0.0025,0.0818,0,0,0,0.0442,0.1369,0.0392,0.0025,0.1411,0.1995,0.01,0,0.1452,0.0209,0.6481,1219
43613,NA,"Mid East",0.5896,0.0569,0.206,5.45,3e-04,0.0012,0.7645,NA,6586,0.3857,17111,NA,0,0.0103,0.1192,0.0223,0,0.0392,0.0375,0.0517,0.0103,0.0076,0.0903,0.1328,0.1099,0.0419,0.1676,0.0256,0.4135,1197
45227,NA,"Mid East",0.7321,0.049,0.15,2.16,0.0033,7e-04,0.7587,NA,6021,0.3845,16853,NA,0,0.0027,0.1395,0.011,0,0,0.0179,0.0866,0.0137,0.0055,0.0845,0.0749,0.1333,0.0282,0.1265,0.0131,0.5066,1074
42194,NA,"Mid East",0.6899,0.0996,0.1213,2.84,0.0034,3e-04,0.6354,NA,7039,0.5012,15575,NA,0,0.0024,0.1541,0.0232,0,0.0153,0.0263,0.0765,0.0073,6e-04,0.0905,0.0306,0.0642,0,0.2709,0.0147,0.5362,1158
36644,NA,"Mid East",0.5196,0.121,0.2391,4.4,5e-04,0.0012,0.6277,NA,4024,0.4153,18376,NA,0,0.002,0.0491,0,0,0,0.0297,0.0327,0.0143,0.0092,0.0562,0.0869,0.4601,0,0,0.0204,0.6505,1175
44425,NA,"Mid East",0.2788,0.2891,0.2676,10.51,0.0043,0.0024,0.4721,NA,4645,0.4024,11144,NA,0,0.0075,0.0711,0.0187,0,0,0.0337,0.0514,0.0056,0.0084,0.1543,0.232,0.014,0,0.2713,0.0346,0.7786,1002
41913,NA,"Mid East",0.6435,0.0916,0.1176,2.54,0.005,0.0013,0.6805,NA,5229,0.4314,14393,NA,0,0.0058,0.0994,0.0288,0,0,0.0197,0.06,0.0058,0.0025,0.0896,0.032,0.0279,0.1282,0.221,0.0214,0.5425,1142
76793,NA,"Mid East",0.6875,0.0493,0.1417,4.36,6e-04,0,0.6626,NA,1581,0.8767,20006,NA,0,0,0,0,0,0.3768,0,0,0,0,0,0,0,0,0.1588,0,0.7166,1176
58773,NA,"Mid East",0.5672,0.0653,0.0928,6.97,0.0054,6e-04,0.8285,NA,14759,0.4594,NA,34472,0.0334,0.0035,0.1533,0.0756,0,0.0771,0.0239,0.0443,0.0171,0.0035,0.0549,0.1297,0.096,0.0292,0.1108,0.0077,0.4986,1284
87884,NA,"U.S. Service Schools",0.7651,0.0241,0.0763,7.33,0.011,0.009,0.8428,NA,996,0.8173,3935,NA,0,0,0,0,0,0.5051,0,0,0,0,0,0,0,0,0,0,0.219,1296
43438,NA,"Mid East",0.5612,0.0406,0.1149,11.9,4e-04,0,0.9193,NA,2436,0.4126,NA,27808,0,0.0325,0.0325,0.0427,0,0,0.0444,0.135,0.0376,0.0171,0.0581,0.2667,0.1299,0,0,0.0239,0.2458,1442
37008,NA,"Mid East",0.2164,0.0393,0.1029,13.7,3e-04,0,0.7226,NA,3693,0.2965,NA,44473,0,0,0.0319,0.3542,0,0,0,0,0,0,0,0,0.5306,0,0,0,0.7,1202
34802,NA,"Mid East",0.581,0.1533,0.1425,1.73,0.013,0,0.6041,NA,463,0.365,NA,19878,0,0.0088,0,0,0,0,0.0531,0.1947,0.0265,0.0177,0.1593,0.1239,0.0973,0,0.1327,0.0177,0.7871,1138
56435,NA,"Mid East",0.9348,0,0.003,0,0,0,0.8311,NA,2682,0.525,NA,36414,0,0,0,0.0075,0,0,0.0226,0.1043,0.0197,0.4859,0.0658,0.0367,0.0028,0.0216,0.1927,0.0038,0.6028,1259
38958,NA,"Southeast",0.8302,0.0348,0.063,1.69,0.0024,7e-04,0.7204,NA,17265,0.4384,14018,NA,5e-04,0.0015,0.0799,0.0157,0,0,0.0182,0.0419,0.0069,0.0049,0.0591,0.0622,0.0622,0.1233,0.1955,0.01,0.6946,1210
37283,NA,"Southeast",0.5679,0.2041,0.0912,1.04,0.0083,0,0.5174,NA,965,0.3772,NA,23240,0,0,0.0359,0,0,0,0.009,0.0359,0.009,0,0.0404,0.009,0.0628,0.2466,0.1525,0.009,0.3962,1032
36881,NA,"Southeast",0.5774,0.1349,0.014,1.86,0.0086,7e-04,0.4433,NA,1505,0.5037,NA,22101,0,0,0,0,0,0,0.0227,0.0714,0.0227,0.0065,0.0325,0.0292,0,0,0.4156,0.0097,0.7978,1081
27538,NA,"Southeast",0.0043,0.8614,0.0171,0,0,0,0.3209,NA,469,0,NA,18772,0,0,0.1528,0.0417,0,0,0.0417,0.1389,0,0,0.1667,0.0278,0.0556,0,0.2083,0,0.9634,911
50015,NA,"Southeast",0.8333,0.0859,0.0455,1.01,0,0.0051,0.6875,NA,396,0.0859,NA,17356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9828,0,0,0.4107,1083
39153,NA,"Southeast",0.587,0.1531,0.0924,1.88,0.0055,0.0026,0.5293,NA,4199,0.4782,NA,21434,0,0,0.0209,0.0596,0,0,0.005,0.0557,0.004,0.008,0.0497,0.0477,0.0169,0.1382,0.2505,0.007,0.763,1120
36659,NA,"Southeast",0.6228,0.2112,0.0733,0.55,0.0039,8e-04,0.4628,NA,1283,0.4677,NA,18569,0,0,0.0673,0.0128,0,0,0.0288,0.0769,0.0064,0.0032,0.0353,0.0353,0.1314,0.0385,0.2276,0.016,0.5162,1055
28994,NA,"Southeast",0.1844,0.6564,0.0337,0.14,0.01,0.0014,0.286,NA,1394,0.4864,NA,17395,0,0,0,0,0,0,0.0427,0.0256,0.0128,0.0085,0.1453,0.0769,0.0256,0,0.1453,0.0214,0.5929,903
51554,NA,"Southeast",0.6716,0.0691,0.081,5.22,0.0049,0.0016,0.8957,NA,1839,0.5188,NA,22109,0,0.0384,0,0.0021,0,0,0.0853,0.1087,0.0469,0.0277,0.081,0.3284,0.0384,0,0,0.049,0.195,1392
77260,NA,"Southeast",0.4247,0.1014,0.0946,22.04,0.0071,0.0017,0.9562,NA,6596,0.4983,NA,23442,0,0.0118,0,0.0821,0,0.1541,0.0134,0.153,0.0274,0.0081,0.066,0.1884,0.0199,0.0741,0,0.0199,0.0891,1516
41603,NA,"Southeast",0.6682,0.1572,0.0686,2.56,0.0063,0.0015,0.6452,NA,22330,0.4355,16506,NA,0.001,0.0012,0.0631,0.0208,0,0.0256,0.0089,0.0584,0.0041,0.0019,0.0402,0.052,0.0351,0.1723,0.1775,0.0058,0.822,1124
30151,NA,"Southeast",0.1603,0.7141,0.0412,0.64,0.0052,0.0013,0.4245,NA,1553,0.4224,3232,NA,0,0,0.0122,0.0571,0,0,0.0327,0.098,0.0245,0,0.0367,0.0571,0.0653,0,0.1265,0.0449,0.5929,974
49734,NA,"Southeast",0.7952,0.0557,0.0642,2.42,0.0011,5e-04,0.8251,NA,6196,0.402,NA,35160,0,0,0.2135,0.0168,0,0.0058,0.0168,0.0314,0.0205,0.008,0.0497,0.0607,0.0461,0,0.3063,0.0058,0.7214,1265
31480,NA,"Southeast",0.1872,0.6153,0.0791,1.67,0.0242,0.0026,0.3533,NA,4915,0.3135,5858,NA,0,0,0.0289,0.0259,0,0,0.0159,0.0498,0.006,0,0.1355,0.0458,0.0229,0.2331,0.1285,0.01,0.6787,987
37522,NA,"Southeast",0.6522,0.1418,0.0383,1.29,0.0055,0.0015,0.5294,NA,2010,0.3537,NA,19815,0,0,0.0468,0.0191,0,0,0.0208,0.0624,0.0017,0.0156,0.1664,0.0329,0.0156,0.2045,0.2513,0.0069,0.4814,1080
35168,NA,"Southeast",0.5351,0.2583,0.0424,0.79,0.0066,0,0.3991,NA,755,0.5351,NA,21106,0,0,0,0,0,0,0.0397,0.0714,0.0079,0.0079,0.0476,0.0159,0.1111,0.0714,0.1905,0.0159,0.4446,1021
46275,NA,"Southeast",0.7777,0.0498,0.0542,1.73,0.004,2e-04,0.6457,NA,4498,0.4262,NA,38877,0,0,0.2126,0.01,0,0,0.0181,0.0622,0.009,0.004,0.0522,0.0321,0.0572,0.003,0.3681,0.006,0.7695,1184
29381,NA,"Southeast",0.0142,0.8459,0.0304,0.2,0.0041,0.002,0.3577,NA,1480,0.3905,NA,20019,0,0,0.0777,0.0437,0,0.0097,0,0.0922,0.0049,0,0.0437,0.1214,0.0291,0.0583,0.199,0.0097,0.4583,897
37250,NA,"Southeast",0.6757,0.1136,0.0783,1.71,0.0053,6e-04,0.5015,NA,1699,0.3973,NA,19976,0,0,0.0491,0.0351,0,0,0.0175,0.0667,0.0175,0.014,0.0737,0.0526,0.0421,0.207,0.1193,0.0035,0.7389,1070
24630,NA,"Southeast",0.0157,0.8267,0,0.17,0.0026,0.0017,0.2408,NA,1148,0.4974,NA,17222,0,0,0,0.0898,0.0599,0,0.012,0.0958,0.006,0.012,0.0359,0.012,0.006,0,0.2515,0.006,0.4164,855
25967,NA,"Southeast",0.1684,0.5758,0,0.17,0.0118,0,NA,0.3048,594,0.6515,NA,24619,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0.072,0,0.8638,891
33249,NA,"Southeast",0.5965,0.1929,0.0558,1.86,0.0159,0,0.3899,NA,1130,0.4628,NA,16053,0,0,0,0.0161,0,0,0.0161,0.0482,0.008,0.0161,0.0361,0.0442,0.0522,0.1406,0.2088,0.0321,0.5737,1020
39277,NA,"Southeast",0.6903,0.0825,0.0857,3.01,0.007,0.0013,0.6133,NA,1563,0,NA,24366,0,0,0.0644,0.0149,0,0,0.0272,0.1188,0.0272,0.005,0.104,0.0718,0.1411,0.0545,0.1733,0.0074,0.6257,1117
35098,NA,"Southeast",0.4195,0.169,0.0734,0.97,0.0085,0.0017,0.3632,NA,1757,0.5208,NA,31430,0,0,0.0236,0.0183,0,0,0.0026,0.0733,0.0105,0.0052,0.0288,0.0314,0.0079,0.1387,0.3691,0.0079,0.5469,1060
34493,NA,"Southeast",0.6359,0.1485,0.0602,0.84,0.0168,0.0056,0.4271,NA,714,0.507,NA,21275,0,0,0.0787,0.0157,0,0,0.0236,0.1024,0,0,0.2283,0,0.0157,0,0.2756,0.0079,0.5521,1060
38049,NA,"Southeast",0.5258,0.2787,0.0705,0.81,0.006,7e-04,0.4684,NA,2853,0.36,NA,16136,0,0,0,0.0034,0,0,0.008,0.0149,0.0023,0.0069,0.0218,0,0.0115,0.2067,0.2778,0.0046,0.5296,1019
32547,NA,"Southeast",0.0523,0.8198,0.0409,0.73,0.0025,2e-04,0.5274,NA,10299,0.4298,10046,NA,0.0048,0,0.089,0.0349,0,0.1239,0.0066,0.0283,0.0036,0,0.0614,0.0391,0.0337,0.0331,0.0963,0.006,0.6143,1032
33582,NA,"Southeast",0.7614,0.052,0.0788,1.93,0.0072,9e-04,0.6341,NA,3478,0.4287,12794,NA,0,0.0037,0.0545,0.0297,0,0.0272,0.0532,0.0507,0.0371,0.0074,0.1114,0.0953,0.1275,0.0569,0.1188,0.0396,0.9363,1179
51002,NA,"Southeast",0.6017,0.078,0.0821,11.02,0.0051,7e-04,0.8934,NA,18946,0.4054,13918,NA,0,0.036,0.1085,0.0548,0,0.0129,0.0209,0.1049,0.036,0.0052,0.0859,0.1402,0.0224,0.0673,0.0831,0.0201,0.2271,1398
42249,NA,"Southeast",0.5699,0.1615,0.1005,7.31,0.0031,0.0011,0.5896,NA,23939,0.5323,16943,NA,0.0132,0.0051,0.0733,0.0718,0,0.089,0.0249,0.0358,0.0245,0.0089,0.079,0.079,0.0232,0.073,0.1855,0.0205,0.6683,1190
36963,NA,"Southeast",0.4682,0.2986,0.1051,5.26,0.004,6e-04,0.5348,NA,16238,0.3344,12158,NA,0,0.0049,0.0579,0.0877,0,0,0.0248,0.0558,0.0037,0.0034,0.0487,0.0622,0.0708,0.1036,0.1567,0.0129,0.8384,1100
31426,NA,"Southeast",0.0578,0.8062,0.0524,0.96,0.0044,5e-04,0.4585,NA,5913,0.3186,13285,NA,0,0,0.0809,0.0039,0,0,0.0117,0.0643,0.0039,0,0.0789,0.0965,0.0273,0.1033,0.1355,0.0127,0.4664,984
33020,NA,"Southeast",0.7112,0.0876,0.0764,2.47,0.0124,0,0.7267,NA,890,0.4663,13548,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3823,1199
50971,NA,"Southeast",0.6907,0.0557,0.0571,7.36,0.0039,6e-04,0.8062,NA,23708,0.5338,16404,NA,0.0077,0.0012,0.0391,0.0337,0,0.2633,0.0128,0.0788,0.0231,0.004,0.0347,0.0398,0.0194,0,0.1467,0.0099,0.4685,1336
33842,NA,"Southeast",0.2926,0.4237,0.034,0.65,0.0115,0,0.2941,NA,1999,0.4362,NA,15723,0,0,0,0.0502,0,0,0.0093,0.0149,0.0074,0.013,0.1097,0.0149,0.0019,0.0037,0.5428,0.0112,0.6279,980
41448,NA,"Southeast",0.7842,0.0416,0.0723,1.9,0.004,0.0014,0.7279,NA,14076,0.3775,18910,NA,0,0,0.0461,0.0294,0,0,0.0313,0.0774,0.014,0.0049,0.062,0.0639,0.048,0.2098,0.195,0.0089,0.6125,1234
35274,NA,"Southeast",0.4677,0.277,0.1158,2.04,0.0079,0.0011,0.3733,NA,881,0.4801,NA,24016,0,0,0.0906,0,0,0,0.0315,0.0748,0,0,0.1417,0.1024,0.063,0,0.374,0,0.5713,1042
33721,NA,"Southeast",0.3616,0.3339,0.0649,1.59,0.1549,7e-04,0.4069,NA,5960,0.3924,12339,NA,0,0.0031,0.0503,0.0325,0,0,0.0147,0.1183,0.0052,0.0042,0.0429,0.0974,0.0387,0.0639,0.1037,0.0178,0.8123,1012
38206,NA,"Southeast",0.5856,0.2633,0.0867,0.78,0.0022,0.0033,0.4306,NA,900,0.4233,NA,24556,0,0,0.0109,0.0219,0,0,0.0055,0.0437,0.0328,0.0055,0.0273,0,0.0055,0.1694,0.2514,0.0273,0.6453,1025
40795,NA,"Southeast",0.574,0.1558,0.1044,2.36,0.0071,0.0024,0.5309,NA,1695,0.3304,NA,21270,0,0,0.0607,0,0,0,0.0343,0.1082,0.0053,0,0.0396,0.0449,0.0528,0.3325,0.1873,0.0106,0.7854,1142
37422,NA,"Southeast",0.5902,0.3171,0.0439,0,0.0049,0,0.2778,NA,205,0.5561,NA,16696,0,0,0,0,0,0,0,0,0,0,0.0571,0,0,0,0.0857,0,0.4412,962
26339,NA,"Southeast",0.0156,0.914,0.0091,0,0.0013,0,0.3083,NA,767,0.5059,NA,25403,0,0,0.0248,0.0248,0,0.0248,0.0083,0.0496,0,0.0083,0.0413,0.1074,0.0413,0.0744,0.2562,0,0.6341,855
35551,NA,"Southeast",0.5623,0.1825,0.1558,2.23,0.003,0,0.6047,NA,674,0.0297,NA,17576,0,0.0049,0.0394,0,0,0,0.0542,0.1034,0.0197,0.0197,0.0739,0.0887,0.133,0,0.1084,0.0345,0.3947,1183
35291,NA,"Southeast",0.3691,0.2524,0.0379,0,0.0205,0.0063,0.3151,NA,634,0.5047,NA,25115,0,0,0.0275,0,0,0,0,0.1193,0,0,0.0917,0.0183,0.0367,0,0.3303,0.0092,0.4068,987
25402,NA,"Southeast",0.7606,0.074,0.0724,0.79,0.0079,0,0.5234,NA,635,0.3622,NA,26017,0,0,0,0,0,0,0.1029,0.0735,0,0.0147,0.0882,0.1544,0.1029,0,0,0.0956,0.8559,1206
38647,NA,"Southeast",0.5744,0.1797,0.0408,1.87,0.0022,0.0018,0.5137,NA,2721,0.3951,NA,19036,0,0,0.0954,0,0,0,0.0136,0.1253,0.0218,0.0027,0.0926,0.0218,0.0245,0.0736,0.1499,0.0109,0.8479,1079
